"initpop","gamma","ts","mean.propinf.boot","lowCI95.propinf.boot","highCI95.propinf.boot","min.propinf","max.propinf","mean.inf","min.inf","max.inf","mean.curpop","min.curpop","max.curpop","mean.alltimepop","min.alltimepop","max.alltimepop","zeroevent","N"
950000,0.00015,365,0.047126612493905,0.047007746798798,0.0472518494519899,0.0436838184622792,0.0526779072650632,45609.1,42281,50988,960479.234,960042,961004,967799.162,967379,968173,0,500
1e+06,0.00015,365,0.0471715329561886,0.0470637291731668,0.0472792774371332,0.0430341025333928,0.051457676296822,48055.756,43836,52424,1011039.082,1010502,1011441,1018744.49,1018171,1019102,0,500
1100000,0.00015,365,0.0470825666057154,0.0469813617268759,0.0471865272480402,0.0424709804537472,0.0509405388811697,52761.536,47594,57083,1112141.428,1111606,1112668,1120616.872,1120227,1121095,0,500
1200000,0.00015,365,0.047224091632309,0.047120987780346,0.0473284715128311,0.0431716533603632,0.0508232891807849,57731.232,52771,62124,1213249.128,1212764,1213802,1222495.392,1222074,1222958,0,500
1300000,0.00015,365,0.0471786427156105,0.0470613016127523,0.0472839883522018,0.0436204234046811,0.0506609609131219,62481.736,57765,67101,1314349.092,1313732,1314859,1324365.02,1323949,1324794,0,500
1400000,0.00015,365,0.0473130041314283,0.0472070070217729,0.0474189186960953,0.0429850151895344,0.0523896962163231,67479.882,61310,74724,1415456.97,1414991,1416019,1426243.668,1425721,1426703,0,500
1500000,0.00015,365,0.047264113485171,0.0471575298409207,0.0473604977328297,0.0440818564887255,0.0504467563538609,72225.05,67361,77089,1516556.358,1516000,1517122,1528116.244,1527618,1528584,0,500
1600000,0.00015,365,0.0471833395361443,0.047089076508722,0.0472801622586076,0.0438214530222834,0.0503921955959741,76908.69,71433,82142,1617672.38,1616894,1618298,1629996.612,1629376,1630523,0,500
1700000,0.00015,365,0.0472518929500893,0.0471509258676374,0.0473541433190834,0.0443158732733672,0.0507600439012027,81833.992,76764,87920,1718765.174,1718132,1719430,1731866.636,1731385,1732446,0,500
1800000,0.00015,365,0.0471862344012683,0.0470809707805941,0.0472793409938189,0.043919471607405,0.0501014220903856,86527.424,80539,91882,1819868.752,1819220,1820520,1833742.672,1833264,1834224,0,500
1900000,0.00015,365,0.0473177793595259,0.0472201405715556,0.0474105624564097,0.0444406101608057,0.0504110070318111,91588.826,86026,97570,1920973.172,1920131,1921827,1935611.228,1935068,1936423,0,500
2e+06,0.00015,365,0.047251041139214,0.0471617794292413,0.0473362892983698,0.0444671926005461,0.0508434738787826,96273.406,90614,103616,2022081.896,2021395,2022832,2037487.464,2036850,2038194,0,500
2100000,0.00015,365,0.0473137904483343,0.0472290444411981,0.0474056173311394,0.0447946132604432,0.0506905054795494,101221.464,95837,108457,2123189.322,2122485,2123874,2139365.022,2138712,2139962,0,500
2200000,0.00015,365,0.0472955188163399,0.0472074358492717,0.0473879595543247,0.0443992892972485,0.0505381179523144,106000.356,99506,113282,2224286.542,2223508,2224977,2241234.526,2240649,2241775,0,500
2300000,0.00015,365,0.0472850671023291,0.0472002636467231,0.0473731935142081,0.0444816147723742,0.0500801555649644,110794.238,104219,117335,2325394.64,2324608,2326055,2343112.136,2342506,2343736,0,500
2400000,0.00015,365,0.0473102649738699,0.047219057349654,0.0474075758196225,0.0442352971970842,0.0514145347743208,115672.536,108158,125689,2426494.372,2425704,2427232,2444977.554,2444311,2445657,0,500
2500000,0.00015,365,0.0472802221646029,0.0471954429978908,0.047363076032324,0.0440020601737172,0.049590473075357,120415.836,112089,126293,2527599.818,2526531,2528289,2546853.874,2546184,2547426,0,500
10000,0.0015,365,0.13452270688056,0.120737482965297,0.148624043123407,9.7904836498923e-05,0.356075501376327,1370.33962264151,1,3622,10108.355345912,10065,10154,10187.7955974843,10147,10228,210,318
20000,0.0015,365,0.167214633987387,0.156473342579649,0.177889599472686,4.89715964740451e-05,0.345308890745564,3407.02277904328,1,7026,20216.1275626424,20140,20279,20374.7744874715,20315,20436,192,439
30000,0.0015,365,0.193301179117527,0.183744499674257,0.203367362672952,3.26786706316787e-05,0.319274153997057,5907.64549180328,1,9765,30322.2766393443,30244,30406,30562.1454918033,30487,30639,128,488
40000,0.0015,365,0.209281129047789,0.201410330614842,0.216567915649986,2.45314493180257e-05,0.30761677998969,8528.33131313131,1,12532,40428.8525252525,40345,40525,40749.4484848485,40672,40842,89,495
50000,0.0015,365,0.229139443062176,0.223232944042578,0.234659519113189,1.96278558530266e-05,0.300202123275574,11671.8273092369,1,15298,50534.5863453815,50410,50640,50937.0903614458,50835,51032,44,498
60000,0.0015,365,0.233634944891771,0.228335467101386,0.238233345577316,3.27171601504989e-05,0.284536082474227,14280.9257028112,2,17390,60641.0401606426,60517,60751,61124.6285140562,61017,61224,30,498
70000,0.0015,365,0.239868171661255,0.236538763785208,0.243418183749466,0.0110793223381577,0.282723688456736,17105.522,790,20150,70746.736,70615,70882,71311.848,71195,71429,15,500
80000,0.0015,365,0.243068660865457,0.24020253715758,0.245590631574447,0.0132993080433822,0.28171538716529,19809.786,1084,22946,80852.558,80716,80973,81499.222,81381,81622,9,500
90000,0.0015,365,0.24431527570974,0.241618144846919,0.246595022294259,0.0105643016004535,0.27942314609926,22400.568,969,25634,90959.874,90812,91088,91687.232,91566,91805,6,500
1e+05,0.0015,365,0.243228445525174,0.240418014758308,0.245574414750906,0.0125782461097702,0.281549395319617,24778.566,1282,28682,101065.224,100912,101209,101873.796,101746,102000,7,500
150000,0.0015,365,0.246912575219189,0.24615220958654,0.247666331397778,0.2181308863858,0.271717211397444,37731.06,33328,41501,151598.734,151404,151761,152811.4,152655,152968,0,500
2e+05,0.0015,365,0.246528946752201,0.24586736070434,0.247226046403501,0.226251718044375,0.27009895549701,50229.908,46092,55054,202132.598,201903,202342,203748.604,203571,203930,0,500
250000,0.0015,365,0.246555171475511,0.245935006136276,0.247168773903709,0.228284977408604,0.266884527311791,62794.062,58154,67948,252665.534,252423,252898,254685.758,254487,254887,0,500
3e+05,0.0015,365,0.247128646593149,0.246580066242133,0.247699826743162,0.227610463118978,0.272257819607432,75528.224,69568,83196,303197.942,302920,303449,305623.17,305396,305848,0,500
350000,0.0015,365,0.247120898229872,0.246547634056602,0.247706566732901,0.224542238605409,0.275489486761003,88113.5,80041,98239,353730.664,353437,353999,356560.388,356310,356791,0,500
4e+05,0.0015,365,0.246821761125291,0.246286300946938,0.247315569123987,0.226990659890509,0.266347022103569,100579.354,92545,108546,404264.914,403958,404522,407497.95,407243,407757,0,500
450000,0.0015,365,0.246920355429253,0.246382988182053,0.24744349089357,0.23039419924393,0.263328730637593,113196.882,105618,120717,454797.782,454487,455101,458434.87,458156,458702,0,500
5e+05,0.0015,365,0.246846228966668,0.246303306614342,0.247368345188806,0.229166625765908,0.265731286674271,125736.568,116729,135359,505330.618,504962,505653,509372.254,509089,509647,0,500
550000,0.0015,365,0.247253669467062,0.246760619760137,0.247761135352122,0.232795979124574,0.26465552792392,138538.512,130430,148246,555862.74,555501,556183,560309.254,560002,560594,0,500
6e+05,0.0015,365,0.246554617302315,0.246083342861761,0.247053597690304,0.231159643186712,0.262628872723467,150704.038,141282,160586,606389.832,605950,606733,611239.898,610842,611602,0,500
650000,0.0015,365,0.246850500641783,0.24636155839278,0.24734729918453,0.23072798508928,0.263868396532014,163458.354,152759,174726,656920.958,656438,657371,662175.378,661806,662507,0,500
7e+05,0.0015,365,0.247324144899134,0.246851850262821,0.24784435564154,0.230543654327567,0.268093180052558,176369.378,164388,191181,707451.792,707060,707820,713110.186,712805,713424,0,500
750000,0.0015,365,0.247128205211089,0.246673862469655,0.247579143322118,0.234572781185907,0.260873833041689,188817.102,179219,199323,757981.992,757473,758453,764045.092,763617,764403,0,500
8e+05,0.0015,365,0.246913738645178,0.246492435037085,0.247364488415572,0.231649051686695,0.261295483769644,201231.358,188800,212960,808519.906,808103,808941,814986.668,814574,815372,0,500
850000,0.0015,365,0.246815306999634,0.246398471792595,0.247257898429123,0.232020434250927,0.263263622879692,213724.33,200929,227901,859058.536,858480,859514,865928.26,865469,866304,0,500
9e+05,0.0015,365,0.247015948567889,0.24661315418987,0.247434734825284,0.234645588584862,0.261900269086078,226480.732,215193,240112,909591.756,909211,910101,916866.902,916536,917322,0,500
950000,0.0015,365,0.246982608288777,0.246590932442769,0.247362433525666,0.235192644202793,0.261350578276002,239029.03,227551,252910,960118.346,959694,960570,967797.142,967440,968203,0,500
1e+06,0.0015,365,0.246776023352866,0.246351268904347,0.247169194569384,0.234406279607475,0.26104597852359,251401.064,238751,265903,1010659.58,1010161,1011116,1018741.988,1018184,1019109,0,500
1100000,0.0015,365,0.247078796461048,0.246711499091342,0.247462074256243,0.236095879959989,0.262135558498014,276879.816,264591,293790,1111723.144,1111330,1112249,1120613.326,1120244,1121087,0,500
1200000,0.0015,365,0.246908242732592,0.246489096673966,0.247337609600147,0.232153943174317,0.262525733607171,301843.328,283827,320970,1212793.546,1212323,1213313,1222492.104,1222041,1222894,0,500
1300000,0.0015,365,0.246874684189872,0.246495982385054,0.247298179488567,0.234953563012889,0.259296088575596,326951.174,311192,343419,1313853.668,1313213,1314395,1324360.92,1323885,1324785,0,500
1400000,0.0015,365,0.246813106530173,0.24641711617417,0.247208486415446,0.232805935573617,0.260170023952566,352014.718,332039,371042,1414924.624,1414426,1415492,1426239.972,1425770,1426832,0,500
1500000,0.0015,365,0.246666354229691,0.24631411425875,0.247047781087302,0.23474204519649,0.258585964338295,376933.844,358695,395184,1515982.274,1515210,1516542,1528112.05,1527667,1528532,0,500
1600000,0.0015,365,0.246668851914372,0.246309351884507,0.247026791624329,0.235053391807592,0.25839092926896,402068.45,383165,421186,1617058.854,1616486,1617614,1629993.024,1629520,1630552,0,500
1700000,0.0015,365,0.246561416047719,0.246214284794143,0.246914338534687,0.235938403054558,0.258427219338111,427010.434,408638,447521,1718123.236,1717417,1718705,1731862.482,1731361,1732336,0,500
1800000,0.0015,365,0.246663324403889,0.246330638757988,0.24698139273254,0.235453186870725,0.256797110168026,452315.8,431694,470828,1819183.796,1818547,1819895,1833737.46,1833308,1834251,0,500
1900000,0.0015,365,0.246725364282927,0.246346556670539,0.247075637493497,0.235126302052389,0.259852746752002,477563.238,455110,502965,1920247.044,1919586,1921131,1935606.506,1935080,1936348,0,500
2e+06,0.0015,365,0.246675321427405,0.246351421872927,0.247018960777699,0.235111281280986,0.260918111281962,502596.74,478964,531623,2021320.044,2020462,2022141,2037482.766,2036894,2037991,0,500
2100000,0.0015,365,0.246889089932464,0.246524529242495,0.247220078070575,0.234448485879726,0.261184348620414,528184.242,501539,558695,2122389.372,2121727,2123197,2139358.572,2138767,2140019,0,500
2200000,0.0015,365,0.246838500231133,0.246511675661934,0.247177032629324,0.233800550701629,0.257245047934442,553221.482,523980,576534,2223447.048,2222717,2224179,2241228.642,2240638,2241859,0,500
2300000,0.0015,365,0.246719251580191,0.246375431878391,0.247051064401544,0.235920293028286,0.25931770742181,578089.242,552757,607501,2324516.244,2323742,2325364,2343105.89,2342480,2343659,0,500
2400000,0.0015,365,0.24643577153071,0.246106418313093,0.24675931301004,0.237725832894293,0.25746583480055,602528.478,581175,629531,2425578.012,2424900,2426236,2444971.708,2444377,2445666,0,500
2500000,0.0015,365,0.246650399423374,0.246325291155953,0.24700475642526,0.236660231713288,0.258935096196323,628180.99,602780,659408,2526644.506,2525879,2527626,2546847.644,2546223,2547570,0,500
10000,0.015,365,0.323491968560175,0.293964735063083,0.351117816995109,9.7904836498923e-05,0.665422396856582,3295.4465408805,1,6781,10104.4748427673,10052,10151,10187.7358490566,10147,10228,297,318
20000,0.015,365,0.361015844885039,0.333759780588199,0.384816235231442,4.89715964740451e-05,0.650571666912017,7355.0728929385,1,13258,20208.1753986333,20137,20290,20374.701594533,20315,20436,381,439
30000,0.015,365,0.431005242629117,0.407754586463032,0.453003596089629,3.26786706316787e-05,0.645007041561589,13172.1413934426,1,19707,30308.5983606557,30224,30410,30561.987704918,30487,30639,374,488
40000,0.015,365,0.491727893997817,0.472062790657845,0.511505224943134,2.45314493180257e-05,0.643858486165329,20037.7575757576,1,26231,40406.3474747475,40314,40524,40749.2545454545,40672,40842,325,495
50000,0.015,365,0.549242272548301,0.532937600272686,0.564851986746109,1.96278558530266e-05,0.643525144593667,27976.5080321285,1,32823,50502.8273092369,50385,50659,50936.7489959839,50835,51032,264,498
60000,0.015,365,0.568745254486403,0.554918819197063,0.58133784815927,3.27171601504989e-05,0.636957268873869,34763.9317269076,2,38920,60601.4518072289,60471,60756,61124.2128514056,61017,61224,237,498
70000,0.015,365,0.584378872803725,0.572833551403339,0.595641697200564,0.096945067264574,0.639636231152962,41672.452,6918,45647,70699.742,70558,70852,71311.33,71194,71429,185,500
80000,0.015,365,0.596084901558077,0.586535884803513,0.605573629085334,0.0963347190032986,0.638921942662267,48579.97,7856,52083,80797.65,80660,80959,81498.614,81381,81620,174,500
90000,0.015,365,0.606472296319777,0.599131952051927,0.613426853758773,0.0996490157179918,0.636706405422488,55605.212,9142,58428,90896.81,90728,91064,91686.588,91565,91805,140,500
1e+05,0.015,365,0.609515605603334,0.603219467111146,0.615763949668371,0.101437049389377,0.638840363515025,62093.238,10341,65094,100994.512,100812,101184,101873.06,101746,101999,114,500
150000,0.015,365,0.618326164887495,0.616050687320708,0.619688175094421,0.110436512090443,0.633333115238912,94486.522,16880,96798,151490.278,151283,151720,152810.25,152654,152968,60,500
2e+05,0.015,365,0.619619655630464,0.619289956335092,0.619979176084357,0.605868004260144,0.629428368063226,126245.71,123445,128224,201987.618,201746,202187,203747.118,203570,203929,20,500
250000,0.015,365,0.619689987364778,0.619377824688586,0.619994882942435,0.607387162390343,0.631557039073238,157825.086,154676,160826,252484.962,252235,252714,254683.928,254481,254885,13,500
3e+05,0.015,365,0.619593658292341,0.619286340904229,0.619898526114642,0.60986494267916,0.629684642388591,189360.77,186404,192465,302981.306,302695,303249,305620.888,305395,305847,4,500
350000,0.015,365,0.619777367608346,0.619457315460422,0.620072467724671,0.609878890889611,0.631927393405312,220986.494,217413,225454,353478.384,353164,353741,356557.846,356306,356786,2,500
4e+05,0.015,365,0.61980160712944,0.619501916751666,0.620095407652629,0.610242075606907,0.633351812513185,252566.074,248659,258196,403976.24,403652,404275,407494.982,407241,407756,0,500
450000,0.015,365,0.619877928631483,0.619620006412508,0.620147523105542,0.608964319834577,0.629637064221785,284171.46,279187,288574,454472.262,454128,454772,458431.328,458153,458701,2,500
5e+05,0.015,365,0.619695925846337,0.619447025954837,0.61997126450694,0.611531445200893,0.627576624085192,315653.684,311423,319771,504969.972,504581,505276,509368.598,509085,509644,0,500
550000,0.015,365,0.619760988155624,0.619506129006222,0.62000586958494,0.611458827981905,0.627192324721139,347255.182,342516,351313,555465.95,555084,555809,560305.026,559998,560587,0,500
6e+05,0.015,365,0.619875869312815,0.61962918611247,0.620121805987163,0.610930892613223,0.628170755845052,378889.528,373459,384019,605955.904,605553,606420,611234.5,610927,611598,0,500
650000,0.015,365,0.619862101895611,0.619626671875213,0.620106453365357,0.61173704808726,0.627712186486046,410454.4,405151,415553,656451.8,656048,656794,662170.542,661853,662507,0,500
7e+05,0.015,365,0.619710229612672,0.619481098739719,0.619926701323638,0.612207807870133,0.626564754076527,441918.796,436566,446923,706946.524,706572,707320,713105.516,712775,713421,0,500
750000,0.015,365,0.619877851278135,0.619648735644976,0.620093240267709,0.61304419525066,0.627513677652418,473611.616,468405,479433,757440.46,756994,757943,764040.228,763610,764401,0,500
8e+05,0.015,365,0.619805365772061,0.619567765238624,0.620019861671301,0.611634284452243,0.628720344016769,505129.64,498485,512309,807940.978,807542,808361,814981.086,814595,815333,0,500
850000,0.015,365,0.619851953277378,0.619634879723348,0.620090187065216,0.611949726205516,0.628006172311914,536743.356,529935,543729,858443.53,857938,858935,865921.82,865359,866361,0,500
9e+05,0.015,365,0.619722018917294,0.619486984955546,0.61994566255654,0.612126321023951,0.626308098322755,568198.334,561318,574312,908941.44,908479,909457,916859.996,916508,917305,0,500
950000,0.015,365,0.619746536712031,0.619543348576979,0.619954320329042,0.613465455398469,0.627826460809614,599783.362,593645,607483,959429.328,958915,959946,967788.162,967329,968145,0,500
1e+06,0.015,365,0.61979570633152,0.619578564086875,0.619996622273034,0.612126536922964,0.62703856089575,631407.218,623558,638862,1009935.76,1009505,1010407,1018734.452,1018329,1019180,0,500
1100000,0.015,365,0.619904016795036,0.619699267259944,0.620097667437369,0.61406559948744,0.626566847706776,694667.628,688152,702134,1110926.214,1110453,1111487,1120605.136,1120173,1121097,0,500
1200000,0.015,365,0.619718141588276,0.619526851794078,0.619921552937833,0.613500515764563,0.628618145798178,757594.314,749978,768519,1211924.16,1211334,1212450,1222482.05,1221943,1222959,0,500
1300000,0.015,365,0.619730719196166,0.619528231599173,0.619934112239322,0.613586091742482,0.626406596551748,820740.996,812488,829492,1312913.112,1312375,1313522,1324350.988,1323923,1324706,0,500
1400000,0.015,365,0.619720023651936,0.61951184214161,0.619903294276311,0.613680124419588,0.625588628771922,883863.532,875195,892212,1413912.974,1413438,1414623,1426230.412,1425726,1426702,0,500
1500000,0.015,365,0.619758411907869,0.619555879456314,0.619947271978221,0.613418649535362,0.627072045570114,947053.166,937281,958178,1514902.334,1514285,1515431,1528100.57,1527492,1528644,0,500
1600000,0.015,365,0.619884053368791,0.619709570327331,0.620049804156362,0.613428006195654,0.62535469815149,1010399.616,999995,1019270,1615901.032,1615295,1616637,1629981.628,1629484,1630504,0,500
1700000,0.015,365,0.619765987694258,0.619588913139725,0.619958391904692,0.612853924332164,0.62528351576287,1073340.992,1061425,1083158,1716887.544,1716252,1717512,1731848.866,1731273,1732413,0,500
1800000,0.015,365,0.619731278091984,0.619554779749938,0.619903662901613,0.615092203964263,0.624449271339423,1136416.404,1128086,1145057,1817886.296,1817278,1818547,1833724.5,1833263,1834357,0,500
1900000,0.015,365,0.619829910766698,0.619654537805332,0.619984922592982,0.61478042578298,0.624834585086951,1199737.572,1189902,1209233,1918869.356,1918148,1919440,1935591.586,1935001,1936037,0,500
2e+06,0.015,365,0.619705914205007,0.619541850096673,0.619877032992703,0.614272940178759,0.624645808939503,1262630.35,1251645,1272867,2019867.416,2019175,2020593,2037467.052,2036952,2038130,0,500
2100000,0.015,365,0.61969154782804,0.619525789554522,0.61985962938093,0.61422254543687,0.625648523966697,1325733.326,1314201,1338438,2120867.68,2120231,2121530,2139343.858,2138765,2140026,0,500
2200000,0.015,365,0.619732397192108,0.619555923866383,0.619892230770662,0.615336459453032,0.624617207896661,1388951.826,1379041,1399829,2221859.054,2221086,2222523,2241212.214,2240648,2241777,0,500
2300000,0.015,365,0.61970247006588,0.619536749524062,0.619877787344302,0.614809023613969,0.625678535264205,1452017.504,1440666,1466257,2322851.986,2321972,2323748,2343088.202,2342443,2343670,0,500
2400000,0.015,365,0.619736930393503,0.619572649382031,0.619898687471274,0.615056812953051,0.624363954193659,1515229.204,1503735,1526563,2423844.106,2423041,2424507,2444955.492,2444215,2445601,0,500
2500000,0.015,365,0.619774743556332,0.619617695604761,0.619942546003919,0.614759160916043,0.62454391007809,1578460.664,1565684,1590664,2524838.094,2524054,2525586,2546829.604,2546117,2547382,0,500
