"initpop","xi","ts","mean.propinf.boot","lowCI95.propinf.boot","highCI95.propinf.boot","min.propinf","max.propinf","mean.inf","min.inf","max.inf","mean.curpop","min.curpop","max.curpop","mean.alltimepop","min.alltimepop","max.alltimepop","zeroevent","N"
1100000,0.1,1825,0.999837076131936,0.999836088289189,0.999838122759348,0.999798382747537,0.99987468921265,1205016.636,1203944,1206082,1160162.402,1158903,1161472,1205212.994,1204147,1206269,0,500
1200000,0.1,1825,0.999837403663728,0.999836475565849,0.999838401810632,0.999798506055463,0.999876022151723,1314564.134,1313646,1315550,1265632.412,1264649,1266695,1314777.912,1313879,1315751,0,500
1300000,0.1,1825,0.999837839389266,0.999836919164258,0.999838824960846,0.999803406267268,0.999879208223954,1424107.566,1423029,1425104,1371102.338,1369779,1372267,1424338.538,1423269,1425337,0,500
1400000,0.1,1825,0.999838017849929,0.999837188897547,0.999838965486093,0.999805114220014,0.999874158967869,1533647.118,1532445,1534688,1476564.196,1475369,1478256,1533895.582,1532702,1534944,0,500
1500000,0.1,1825,0.999838326531746,0.999837431953934,0.99983920658064,0.999807610350076,0.999863127280071,1643206.974,1641909,1644269,1582039.258,1580717,1583486,1643472.68,1642160,1644533,0,500
1600000,0.1,1825,0.999838709076417,0.999837910286266,0.999839574517791,0.99981403510173,0.999865926428411,1752749.34,1751375,1754001,1687501.758,1685991,1688940,1753032.088,1751672,1754254,0,500
1700000,0.1,1825,0.999838636922357,0.999837805463807,0.999839453383515,0.999813723179761,0.999866873871045,1862295.68,1861105,1863515,1792974.274,1791639,1794377,1862596.234,1861431,1863845,0,500
1800000,0.1,1825,0.999838950477148,0.999838206758114,0.99983978508807,0.99980125553772,0.999871257143581,1971834.23,1970800,1972980,1898454.6,1896805,1900046,1972151.844,1971077,1973302,0,500
1900000,0.1,1825,0.99983904640002,0.99983823104918,0.999839841574327,0.999812577401929,0.999862118995631,2081395.45,2079739,2082578,2003979.546,2002277,2005465,2081730.512,2080069,2082934,0,500
2e+06,0.1,1825,0.999839015580579,0.999838253591872,0.99983974876705,0.999815630768669,0.999863138249073,2190950.802,2189456,2192265,2109482.772,2107996,2110806,2191303.568,2189810,2192627,0,500
2100000,0.1,1825,0.999839087793099,0.999838389388151,0.999839761701695,0.999818700066433,0.999860090089816,2300499.542,2298989,2302035,2214966.616,2212983,2216531,2300869.78,2299316,2302406,0,500
2200000,0.1,1825,0.999839084918102,0.999838349402434,0.999839807887927,0.999812102428649,0.999862274038158,2410051.146,2408469,2411335,2320455.066,2318758,2321745,2410439.022,2408827,2411740,0,500
2300000,0.1,1825,0.999839151654962,0.999838441235938,0.999839849457974,0.999813441055908,0.999865458892334,2519595.048,2518037,2520925,2425926.932,2424008,2427425,2520000.386,2518447,2521332,0,500
2400000,0.1,1825,0.999839136751221,0.999838474827831,0.999839813664816,0.99981975788236,0.999861604904053,2629139.418,2627465,2630537,2531395.794,2529749,2533257,2629562.418,2627889,2630958,0,500
2500000,0.1,1825,0.999839062770148,0.999838429685298,0.99983971516191,0.999816026299479,0.999863804193516,2738688.508,2736798,2740359,2636871.964,2634889,2638714,2739129.336,2737266,2740822,0,500
10000,0,365,0.0294082551072292,0.026314363947273,0.0321323978152453,9.7904836498923e-05,0.0985487350460875,299.619496855346,1,1005,10110.6698113208,10065,10153,10187.8113207547,10147,10228,279,318
20000,0,365,0.0290866769336788,0.0267627474359385,0.031408480270665,4.89715964740451e-05,0.0797215140223573,592.603644646925,1,1626,20221.291571754,20151,20291,20374.8200455581,20315,20436,291,439
30000,0,365,0.0342590378652637,0.0324091083880458,0.0359718457523147,3.26786706316787e-05,0.0652138346258303,1047.06147540984,1,1993,30331.6495901639,30259,30413,30562.2110655738,30487,30639,200,488
40000,0,365,0.0401521353423876,0.0385652960058877,0.0416444763880062,2.45314493180257e-05,0.0626304801670146,1636.2303030303,1,2550,40442.1797979798,40346,40544,40749.5414141414,40672,40843,126,495
50000,0,365,0.042103276546621,0.0409578049293128,0.0432407720387236,1.96278558530266e-05,0.0564726666012366,2144.66666666667,1,2877,50552.3333333333,50441,50656,50937.2309236948,50835,51032,62,498
60000,0,365,0.0449747429879787,0.0440635825325469,0.0458261596041632,3.27171601504989e-05,0.0598026218883488,2749.07630522088,2,3654,60662.6385542169,60552,60772,61124.8112449799,61017,61224,33,498
70000,0,365,0.0442015839464974,0.0435220135814001,0.0448563533012482,0.0019506307975133,0.055359246171967,3152.108,139,3948,70772.8,70652,70904,71312.04,71196,71429,19,500
80000,0,365,0.0459110704880222,0.0453700495692459,0.0464081142630232,0.00180474389824682,0.0557293391724629,3741.752,147,4543,80882.854,80753,81001,81499.484,81381,81622,9,500
90000,0,365,0.0447660237350261,0.0442399314821867,0.0452087772826456,3.26840109818277e-05,0.0563053242052937,4104.482,3,5165,90994.262,90844,91126,91687.512,91566,91805,6,500
1e+05,0,365,0.0461043881932269,0.0457258651928884,0.0464368083862516,0.00353374233128834,0.0557884711681018,4696.828,360,5682,101103.85,100925,101241,101874.078,101746,102000,3,500
150000,0,365,0.0455260535628991,0.0453006173634822,0.0457598102542484,0.038350108235725,0.052920998193197,6956.914,5864,8084,151657.052,151460,151824,152811.788,152655,152968,0,500
2e+05,0,365,0.0464671497680314,0.0462665323377531,0.0466703416505011,0.039246406137193,0.0546262427887566,9467.632,7991,11126,202208.078,201978,202416,203749.14,203571,203931,0,500
250000,0,365,0.0461291605847835,0.0459377677130338,0.0463255279066632,0.0391201212759106,0.0522691042162383,11748.468,9961,13312,252760.588,252513,252982,254686.416,254490,254888,0,500
3e+05,0,365,0.0466968660685956,0.0465190623474376,0.0468830625677324,0.0405696231512432,0.0533509642450348,14271.684,12404,16300,303313.096,303038,303567,305624.008,305397,305848,0,500
350000,0,365,0.0468173385695876,0.0466566714688294,0.0469936883170889,0.0407429951501109,0.0525293685138101,16693.258,14525,18718,353865.428,353567,354125,356561.454,356311,356792,0,500
4e+05,0,365,0.046761655410715,0.0466022011432285,0.0469150264194852,0.0412229963361154,0.0519154722835198,19055.308,16798,21150,404417.696,404114,404703,407499.002,407243,407760,0,500
450000,0,365,0.0468643005002217,0.0467140324805016,0.0470200415079434,0.0417919173498192,0.0522310106224063,21484.276,19158,23951,454970.082,454640,455291,458436.056,458157,458703,0,500
5e+05,0,365,0.046880687890578,0.0467197904506147,0.0470298858928853,0.0414453544562543,0.0532873630019988,23879.788,21107,27140,505521.71,505184,505845,509373.648,509091,509650,0,500
550000,0,365,0.0469183881825609,0.0467769130429228,0.0470649123150597,0.0427740937934088,0.0512750968902339,26288.882,23957,28736,556073.344,555727,556408,560310.722,560005,560596,0,500
6e+05,0,365,0.047045781751098,0.0469033826955725,0.0471861492170542,0.0420845585768684,0.0517063386238365,28756.318,25718,31604,606618.716,606247,607016,611241.288,610890,611530,0,500
650000,0,365,0.0470284068248962,0.0468969792467289,0.0471542313998225,0.0418998083518714,0.0520028141456109,31141.106,27744,34445,657168.614,656740,657605,662176.818,661840,662540,0,500
7e+05,0,365,0.0470234073443818,0.0468958124755071,0.0471559247954321,0.0433715611125602,0.051541288006283,33532.974,30928,36751,707718.906,707346,708125,713112.498,712785,713440,0,500
750000,0,365,0.047143149359668,0.0470150448743304,0.047271717522527,0.0422813917117636,0.0510517861841545,36019.598,32307,38998,758268.438,757771,758763,764047.806,763644,764448,0,500
8e+05,0,365,0.0471145631862316,0.0469889219892103,0.0472411997405532,0.0426776148045262,0.0509417713692671,38397.842,34782,41526,808824.43,808410,809260,814988.974,814636,815349,0,500
850000,0,365,0.0471839807983752,0.0470776878879026,0.047303537014514,0.0437300646937498,0.0506897005791591,40858.01,37867,43884,859380.42,858882,859784,865930.092,865561,866272,0,500
9e+05,0,365,0.0471612127834712,0.0470400566629382,0.0472815267778449,0.0420524198958671,0.0520755293104106,43240.684,38550,47753,909935.062,909498,910415,916869.588,916476,917247,0,500
950000,0,365,0.047126612493905,0.047007746798798,0.0472518494519899,0.0436838184622792,0.0526779072650632,45609.1,42281,50988,960479.234,960042,961004,967799.162,967379,968173,0,500
1e+06,0,365,0.0471715329561886,0.0470637291731668,0.0472792774371332,0.0430341025333928,0.051457676296822,48055.756,43836,52424,1011039.082,1010502,1011441,1018744.49,1018171,1019102,0,500
1100000,0,365,0.0470825666057154,0.0469813617268759,0.0471865272480402,0.0424709804537472,0.0509405388811697,52761.536,47594,57083,1112141.428,1111606,1112668,1120616.872,1120227,1121095,0,500
1200000,0,365,0.047224091632309,0.047120987780346,0.0473284715128311,0.0431716533603632,0.0508232891807849,57731.232,52771,62124,1213249.128,1212764,1213802,1222495.392,1222074,1222958,0,500
1300000,0,365,0.0471786427156105,0.0470613016127523,0.0472839883522018,0.0436204234046811,0.0506609609131219,62481.736,57765,67101,1314349.092,1313732,1314859,1324365.02,1323949,1324794,0,500
1400000,0,365,0.0473130041314283,0.0472070070217729,0.0474189186960953,0.0429850151895344,0.0523896962163231,67479.882,61310,74724,1415456.97,1414991,1416019,1426243.668,1425721,1426703,0,500
1500000,0,365,0.047264113485171,0.0471575298409207,0.0473604977328297,0.0440818564887255,0.0504467563538609,72225.05,67361,77089,1516556.358,1516000,1517122,1528116.244,1527618,1528584,0,500
1600000,0,365,0.0471833395361443,0.047089076508722,0.0472801622586076,0.0438214530222834,0.0503921955959741,76908.69,71433,82142,1617672.38,1616894,1618298,1629996.612,1629376,1630523,0,500
1700000,0,365,0.0472518929500893,0.0471509258676374,0.0473541433190834,0.0443158732733672,0.0507600439012027,81833.992,76764,87920,1718765.174,1718132,1719430,1731866.636,1731385,1732446,0,500
1800000,0,365,0.0471862344012683,0.0470809707805941,0.0472793409938189,0.043919471607405,0.0501014220903856,86527.424,80539,91882,1819868.752,1819220,1820520,1833742.672,1833264,1834224,0,500
1900000,0,365,0.0473177793595259,0.0472201405715556,0.0474105624564097,0.0444406101608057,0.0504110070318111,91588.826,86026,97570,1920973.172,1920131,1921827,1935611.228,1935068,1936423,0,500
2e+06,0,365,0.047251041139214,0.0471617794292413,0.0473362892983698,0.0444671926005461,0.0508434738787826,96273.406,90614,103616,2022081.896,2021395,2022832,2037487.464,2036850,2038194,0,500
2100000,0,365,0.0473137904483343,0.0472290444411981,0.0474056173311394,0.0447946132604432,0.0506905054795494,101221.464,95837,108457,2123189.322,2122485,2123874,2139365.022,2138712,2139962,0,500
2200000,0,365,0.0472955188163399,0.0472074358492717,0.0473879595543247,0.0443992892972485,0.0505381179523144,106000.356,99506,113282,2224286.542,2223508,2224977,2241234.526,2240649,2241775,0,500
2300000,0,365,0.0472850671023291,0.0472002636467231,0.0473731935142081,0.0444816147723742,0.0500801555649644,110794.238,104219,117335,2325394.64,2324608,2326055,2343112.136,2342506,2343736,0,500
2400000,0,365,0.0473102649738699,0.047219057349654,0.0474075758196225,0.0442352971970842,0.0514145347743208,115672.536,108158,125689,2426494.372,2425704,2427232,2444977.554,2444311,2445657,0,500
2500000,0,365,0.0472802221646029,0.0471954429978908,0.047363076032324,0.0440020601737172,0.049590473075357,120415.836,112089,126293,2527599.818,2526531,2528289,2546853.874,2546184,2547426,0,500
10000,1e-05,365,0.0425102570890166,0.0386994764625486,0.0463625905945588,9.78760888714887e-05,0.124705651491366,433.103773584906,1,1271,10110.2547169811,10059,10152,10187.8081761006,10147,10228,240,318
20000,1e-05,365,0.0602972860206455,0.0574713229467806,0.0631020905130406,4.90268176692651e-05,0.106683678476789,1228.5854214123,1,2174,20220.0956719818,20151,20291,20374.7972665148,20315,20436,141,439
30000,1e-05,365,0.068998746345918,0.0673893302421772,0.0705738571510141,3.26626600470342e-05,0.0976703095347163,2108.75614754098,1,2985,30329.5532786885,30258,30411,30562.1885245902,30487,30639,43,488
40000,1e-05,365,0.0830459467550127,0.0819145660209755,0.0839958636178081,2.45833128472393e-05,0.102380776885089,3384.10707070707,1,4167,40438.6646464646,40346,40539,40749.5131313131,40672,40843,8,495
50000,1e-05,365,0.089002631714009,0.0883872214399901,0.0896498340421918,0.0690676553090488,0.113339488106229,4533.5421686747,3521,5770,50547.9759036145,50435,50655,50937.1666666667,50835,51032,0,498
60000,1e-05,365,0.102952361348699,0.102302016542501,0.103610358482879,0.0793770245067565,0.127447292235725,6292.94979919679,4852,7792,60656.0301204819,60545,60767,61124.7510040161,61017,61224,0,498
70000,1e-05,365,0.108172834995434,0.10751116914441,0.108856641671615,0.0876036303954438,0.130238302411093,7714.006,6245,9280,70764.386,70635,70895,71311.988,71196,71429,0,500
80000,1e-05,365,0.121480708031061,0.120666084725187,0.12230522031031,0.0938086764435172,0.14835717615881,9900.592,7644,12092,80870.838,80725,81002,81499.362,81381,81622,0,500
90000,1e-05,365,0.127582299047543,0.126721595169586,0.128431602657667,0.0995855148342059,0.153520496677542,11697.676,9130,14070,90978.788,90824,91119,91687.354,91566,91805,0,500
1e+05,1e-05,365,0.145461627123433,0.144564962898467,0.146500168363593,0.109391429104881,0.17831542978339,14818.736,11132,18160,101081.712,100922,101227,101873.864,101746,102000,0,500
150000,1e-05,365,0.359121065601288,0.358088249483531,0.360106237252113,0.324208473489261,0.394116185069394,54877.504,49541,60258,151565.148,151368,151753,152810.566,152654,152968,0,500
2e+05,1e-05,365,0.578035258394252,0.577595683276458,0.578462640665646,0.560644955456843,0.59378173771827,117772.39,114223,121024,202002.046,201732,202224,203746.054,203570,203928,0,500
250000,1e-05,365,0.706184211230757,0.705872487340223,0.706510811781051,0.694287497987726,0.715130687508591,179851.96,176826,182083,252442.226,252173,252682,254681.39,254478,254882,0,500
3e+05,1e-05,365,0.791387013981469,0.791206551255958,0.791578447482632,0.785638814651013,0.79728200061505,241861.218,240141,243702,302880.078,302572,303144,305616.884,305392,305844,0,500
350000,1e-05,365,0.847198210051284,0.847027772129552,0.847370252391303,0.841945689427893,0.853335315301166,302070.236,300189,304255,353321.688,352979,353622,356552.046,356300,356782,0,500
4e+05,1e-05,365,0.893638021171606,0.893420226278987,0.893850421664732,0.884911578048385,0.899466639830935,364146.67,360582,366458,403757.222,403418,404071,407487.912,407229,407746,0,500
450000,1e-05,365,0.909769339516578,0.909537986983058,0.909979850332392,0.889926069096708,0.912483477365627,417059.176,407943,418339,454213.868,453843,454556,458422.984,458142,458690,7,500
5e+05,1e-05,365,0.921287564399836,0.920861397594162,0.921678093812893,0.910835841584547,0.926440107090422,469265.682,463906,471999,504674.472,504256,505037,509358.584,509071,509632,121,500
550000,1e-05,365,0.93096740294937,0.930752277323297,0.931171249329177,0.928215286328676,0.936844210124137,521615.538,520095,524809,555130.212,554729,555513,560294.104,559989,560579,375,500
6e+05,1e-05,365,0.941966242940158,0.941925006218691,0.942006063055668,0.940677855224725,0.945348958981038,575751.016,575104,577733,605577.74,605221,605994,611222.574,610909,611544,494,500
650000,1e-05,365,0.951230572655791,0.951199187606191,0.951266150224245,0.949998263881026,0.952288018078168,629863.328,629193,630589,656029.218,655670,656511,662156.328,661856,662478,500,500
7e+05,1e-05,365,0.958300865992171,0.958269362926009,0.958332367014847,0.957025495393336,0.959182643086546,683354.05,682764,683985,706480.972,706011,706904,713089.276,712748,713455,500,500
750000,1e-05,365,0.963683151068631,0.963660111831004,0.963707703826507,0.962930829165391,0.964577335621792,736277.048,735715,736881,756934.654,756509,757411,764024.008,763696,764370,500,500
8e+05,1e-05,365,0.967830502596957,0.967809711697603,0.967852330857974,0.967101001177856,0.968632303620445,788746.702,788226,789206,807396.986,806914,807861,814963.694,814572,815329,500,500
850000,1e-05,365,0.971031140436564,0.971014040025265,0.971049129484187,0.97051831376855,0.971696424343431,840817.802,840472,841321,857857.348,857433,858264,865902.012,865571,866237,500,500
9e+05,1e-05,365,0.97351842286082,0.973502212637632,0.973533744040147,0.972984849228287,0.974110297182235,892560.692,892247,892846,908316.634,907879,908820,916840.08,916470,917199,500,500
950000,1e-05,365,0.975451304649549,0.975436524163727,0.975467030000717,0.974853855528702,0.975956017559074,944010.682,943752,944316,958770.106,958131,959338,967768.144,967405,968220,500,500
1e+06,1e-05,365,0.976948766095392,0.976935291101193,0.976962316352926,0.97641275230348,0.977469573712866,995229.316,994955,995499,1009238.578,1008730,1009683,1018711.9,1018308,1019110,500,500
1100000,1e-05,365,0.97903061372413,0.979018014674349,0.979042774647365,0.978513097038058,0.979474397453226,1097083.906,1096803,1097305,1110153.536,1109597,1110770,1120581.838,1120162,1121108,500,500
1200000,1e-05,365,0.980295316084109,0.980284719993805,0.980305830602991,0.979950757969122,0.980690661916385,1198367.148,1198152,1198581,1211077.606,1210550,1211641,1222455.258,1222071,1222939,500,500
1300000,1e-05,365,0.981070281890195,0.981059684257921,0.981080290590365,0.980729966675598,0.981405532947229,1299251.766,1299072,1299406,1311994.358,1311492,1312565,1324320.802,1323835,1324855,500,500
1400000,1e-05,365,0.981537719377866,0.981528635962699,0.981547239493455,0.981209969201956,0.981864523636017,1399864.778,1399693,1400025,1412919.54,1412403,1413462,1426195.618,1425738,1426714,500,500
1500000,1e-05,365,0.981821118330579,0.981812424575697,0.981829906488498,0.981548647092689,0.982135504392152,1500289.906,1500117,1500442,1513846.976,1513196,1514527,1528068.498,1527570,1528560,500,500
1600000,1e-05,365,0.981989869587239,0.981980584481375,0.981999413075444,0.981680056967301,0.982280965200758,1600588.548,1600446,1600748,1614768.918,1613993,1615509,1629944.072,1629490,1630473,500,500
1700000,1e-05,365,0.982096308310245,0.982087375409254,0.982106328043373,0.981790590053919,0.982425333951002,1700806.35,1700658,1700935,1715694.34,1715103,1716453,1731812.2,1731242,1732401,500,500
1800000,1e-05,365,0.982160096364683,0.982151785769397,0.982168418163539,0.981814702839194,0.9824317564807,1800972.976,1800838,1801152,1816624.744,1815913,1817363,1833685.77,1833184,1834394,500,500
1900000,1e-05,365,0.982204237915516,0.982196181680695,0.982213007736014,0.981922225281097,0.982454100528485,1901103.688,1900969,1901267,1917540.964,1916819,1918342,1935548.262,1935087,1936145,500,500
2e+06,1e-05,365,0.982231297380709,0.982223364944742,0.982239456050644,0.981956545953349,0.982451696139668,2001216.08,2001063,2001373,2018457.906,2017753,2019187,2037418.378,2036949,2037969,500,500
2100000,1e-05,365,0.982245192775387,0.982237424930116,0.982253245537999,0.982012092255554,0.982519681431305,2101312.366,2101164,2101454,2119383.586,2118682,2120194,2139295.156,2138691,2139882,500,500
2200000,1e-05,365,0.982257568241108,0.982250095606534,0.982265386564347,0.982006351171898,0.982523933855526,2201395.86,2201230,2201604,2220308.28,2219596,2220992,2241159.496,2240550,2241791,500,500
2300000,1e-05,365,0.982261034336956,0.982253517461594,0.982268290883081,0.981993633617232,0.982530814100181,2301471.626,2301315,2301619,2321233.37,2320507,2321870,2343034.654,2342353,2343627,500,500
2400000,1e-05,365,0.982266398717918,0.982259075926099,0.982273656075922,0.982020269264552,0.982528361495381,2401541.546,2401355,2401737,2422143.138,2421406,2422882,2444898.416,2444247,2445476,500,500
2500000,1e-05,365,0.982267577529085,0.982261154551596,0.982274331025335,0.982043292850724,0.982517037581653,2501612.048,2501438,2501799,2523070.65,2522253,2523940,2546772.51,2546082,2547349,500,500
10000,0.001,365,0.977094196203371,0.97691266771409,0.977269006285391,0.972875048962005,0.981174847230436,9954.11320754717,9929,9987,10092.7767295597,10041,10141,10187.4842767296,10146,10227,318,318
20000,0.001,365,0.98222157785527,0.982137257637387,0.98231567184774,0.979544898458527,0.985084178399134,20011.8883826879,19999,20026,20184.1047835991,20117,20247,20374.1275626424,20314,20435,439,439
30000,0.001,365,0.982267409352619,0.982197295058976,0.982340673106023,0.979795012403708,0.984648691202519,30019.2684426229,30003,30041,30276.2479508197,30196,30387,30561.2172131148,30486,30638,488,488
40000,0.001,365,0.982278660925467,0.982216142371692,0.982339525911784,0.97984868147205,0.984389212577132,40026.1454545455,40007,40050,40368.595959596,40253,40467,40748.2787878788,40670,40841,495,495
50000,0.001,365,0.982283264795049,0.982228592116171,0.982336118360028,0.980400995629422,0.98398646521876,50033.0502008032,50007,50051,50460.7208835341,50343,50572,50935.4799196787,50832,51025,498,498
60000,0.001,365,0.982297672570073,0.982249791108735,0.982344856772145,0.980481191708998,0.983938375809227,60040.7429718876,60014,60065,60552.8172690763,60438,60681,61122.7771084337,61015,61223,498,498
70000,0.001,365,0.982314847761232,0.982268746043574,0.982358626458847,0.980704604010306,0.983762448555335,70048.54,70022,70080,70645.288,70498,70806,71309.682,71193,71427,500,500
80000,0.001,365,0.982328888644512,0.982284286969615,0.982370891132261,0.980702786150114,0.983780595694485,80056.616,80029,80086,80737.372,80587,80918,81496.774,81379,81618,500,500
90000,0.001,365,0.982337542286762,0.982296626246088,0.982375575829153,0.980915864232495,0.983662950060609,90064.946,90031,90098,90830.206,90662,90997,91684.336,91561,91804,500,500
1e+05,0.001,365,0.982355755071097,0.982316897672019,0.982393465932928,0.98107601949268,0.983578525310298,100073.208,100042,100107,100921.718,100752,101099,101870.658,101742,101999,500,500
150000,0.001,365,0.982399672769404,0.98236623214972,0.982430171106385,0.981289103616002,0.983460084762972,150117.278,150076,150161,151383.376,151177,151614,152806.746,152651,152966,500,500
2e+05,0.001,365,0.982863529786936,0.982652383521401,0.983075562107379,0.981511813803858,0.997879785819105,200251.022,200114,203349,201844.61,201611,202103,203742.472,203568,203926,486,500
250000,0.001,365,0.984103667205188,0.983699365881129,0.984525863870567,0.981715738589993,0.998385696723082,250629.724,250164,254411,252304.982,252057,252579,254678.15,254474,254876,448,500
3e+05,0.001,365,0.986837954178866,0.986221240053256,0.987415526875405,0.981802366836816,0.998629505215403,301591.366,300202,305311,302765.73,302481,303095,305613.854,305387,305837,363,500
350000,0.001,365,0.990341479321511,0.989664161759748,0.991082725781489,0.982000162564711,0.99878582584873,353105.47,350256,356309,353222.716,352933,353560,356549.15,356296,356781,256,500
4e+05,0.001,365,0.993812386073507,0.993162341395677,0.994487531917736,0.9818919402824,0.998937086832396,404964.138,400310,407250,403679.996,403349,404017,407485.484,407224,407744,151,500
450000,0.001,365,0.996279902447805,0.995767103905745,0.9967951929652,0.981954267574804,0.999081381724078,456715.344,450361,458202,454136.03,453819,454533,458420.714,458139,458687,78,500
5e+05,0.001,365,0.997940720537697,0.997602691894253,0.998267472719225,0.982002099624226,0.999181270934529,508307.496,500410,509155,504595.914,504208,504983,509356.396,509070,509631,30,500
550000,0.001,365,0.998609852330187,0.998381395898939,0.998810307428143,0.982206856443548,0.999182478624851,559513.28,550483,560077,555054.662,554669,555446,560292.164,559988,560579,12,500
6e+05,0.001,365,0.999012365926102,0.998913203893053,0.999078984118793,0.982857236373753,0.999260528068031,610616.63,600551,610979,605506.434,605085,605838,611220.278,610822,611513,2,500
650000,0.001,365,0.999103678268769,0.999033839483921,0.999141006963941,0.982493971118752,0.999287146896068,661560.654,650636,661974,655964.204,655599,656458,662154.16,661862,662504,1,500
7e+05,0.001,365,0.999188842011431,0.99918419992146,0.999193378189184,0.999028214045322,0.999341050057763,712508.808,712148,712885,706420.336,705945,706852,713087.234,712747,713429,0,500
750000,0.001,365,0.999232835186798,0.999228606039103,0.999237037767592,0.999074895516842,0.999395153371824,763437.66,763080,763778,756881.122,756429,757333,764023.792,763681,764388,0,500
8e+05,0.001,365,0.999270276792534,0.999266188587282,0.999274260428566,0.999142217619022,0.999385260988,814366.558,813932,814730,807341.26,806812,807780,814961.254,814593,815370,0,500
850000,0.001,365,0.999304929645029,0.999301147125776,0.999308950846222,0.999176675315617,0.999442162147179,865298.892,864959,865742,857804.268,857428,858214,865900.754,865588,866300,0,500
9e+05,0.001,365,0.999333941566719,0.999330264368884,0.999337645967797,0.99920498167859,0.999435038107661,916227.966,915767,916673,908264.02,907817,908720,916838.634,916415,917235,0,500
950000,0.001,365,0.999362992897087,0.999359784851757,0.999366226801758,0.999259171243032,0.999464741112429,967149.972,966741,967532,958717.072,958152,959182,967766.446,967286,968175,0,500
1e+06,0.001,365,0.999384018137548,0.999380817590026,0.999387354410648,0.999282479343061,0.99950336504534,1018083.214,1017688,1018575,1009184.95,1008663,1009669,1018710.722,1018324,1019136,0,500
1100000,0.001,365,0.999427607367528,0.999424661533791,0.999430619037439,0.999318138410763,0.999522510292804,1119939.046,1119442,1120460,1110101.648,1109601,1110760,1120580.458,1120107,1121109,0,500
1200000,0.001,365,0.999462068883319,0.999459422055717,0.999464585706637,0.999384059660325,0.999541053237824,1221796.082,1221398,1222311,1211025.008,1210496,1211632,1222453.678,1222039,1222957,0,500
1300000,0.001,365,0.999490839559889,0.999488524569154,0.999493147331725,0.999417874206467,0.999561273018064,1323646.314,1323164,1324144,1311940.804,1311372,1312470,1324320.606,1323840,1324845,0,500
1400000,0.001,365,0.999516842751196,0.999514865604236,0.999518763228984,0.99944967583453,0.999581358166671,1425504.598,1424968,1426016,1412861.964,1412249,1413383,1426193.674,1425668,1426664,0,500
1500000,0.001,365,0.999538782314768,0.999536932320282,0.999540751610105,0.999467298753126,0.999609990779816,1527363.056,1526935,1527828,1513786.5,1513306,1514324,1528067.828,1527658,1528513,0,500
1600000,0.001,365,0.999557579752031,0.999555604260564,0.999559386187015,0.999481598908474,0.999620261939511,1629221.748,1628732,1629716,1614714.43,1614176,1615366,1629942.868,1629481,1630461,0,500
1700000,0.001,365,0.999574475346356,0.999572863900258,0.999576300709712,0.999516083859549,0.999640967356313,1731073.636,1730548,1731811,1715627.778,1714879,1716440,1731810.564,1731288,1732433,0,500
1800000,0.001,365,0.999589411610483,0.999587651641443,0.999591237852894,0.999535339553893,0.999645481746673,1832932.196,1832407,1833492,1816552.854,1815877,1817185,1833685.086,1833141,1834232,0,500
1900000,0.001,365,0.999602700345988,0.999601162313829,0.999604331829448,0.999535006037172,0.999652268264958,1934777.416,1934262,1935306,1917471.258,1916836,1918208,1935546.408,1934989,1936087,0,500
2e+06,0.001,365,0.999614889784719,0.999613451736697,0.999616368431896,0.999550401865145,0.999665262437685,2036631.59,2036037,2037164,2018390.288,2017581,2019042,2037416.22,2036779,2037914,0,500
2100000,0.001,365,0.99962536421373,0.9996239207332,0.999626894782465,0.999570971301345,0.999670440781948,2138491.99,2137854,2139158,2119319.404,2118500,2120047,2139293.446,2138652,2139923,0,500
2200000,0.001,365,0.999635378754732,0.999634010551272,0.999636645090755,0.999590383562512,0.999678310258824,2240340.854,2239739,2240838,2220236.002,2219462,2220938,2241158.028,2240572,2241689,0,500
2300000,0.001,365,0.999644106693503,0.999642843491853,0.999645375880652,0.99959454020646,0.99968970609576,2342199.144,2341553,2342737,2321161.048,2320297,2321963,2343033.014,2342377,2343597,0,500
2400000,0.001,365,0.999652231673332,0.99965086437999,0.99965351259429,0.999602792966777,0.999684657933614,2444047.148,2443428,2444567,2422069.374,2421309,2422763,2444897.406,2444246,2445412,0,500
2500000,0.001,365,0.999660228602617,0.999658927686696,0.999661476111888,0.999624246431519,0.999708648391617,2545906.004,2545276,2546485,2522996.588,2522142,2523805,2546771.324,2546103,2547319,0,500
10000,0.1,365,0.9830443715036,0.982870829525815,0.983218487543944,0.978879436784981,0.991091532060695,10014.7075471698,10001,10124,10092.141509434,10038,10139,10187.4591194969,10147,10227,318,318
20000,0.1,365,0.986382286299665,0.985951140368248,0.986816095304121,0.980079291273065,0.999950925062571,20096.6378132118,20011,20405,20183.6879271071,20119,20248,20374.0933940774,20314,20435,422,439
30000,0.1,365,0.993510727016322,0.992972437703521,0.994148965241256,0.981091407857353,0.999934638386875,30362.8975409836,30017,30625,30275.3196721311,30192,30381,30561.2028688525,30486,30638,261,488
40000,0.1,365,0.998344332972434,0.997998780962181,0.998663300967864,0.982670294384391,0.999950958756314,40680.8222222222,40041,40831,40367.3191919192,40265,40459,40748.2808080808,40670,40841,73,495
50000,0.1,365,0.99942528138494,0.999230183453929,0.999579462972788,0.983046856604662,0.999980364050504,50906.1847389558,50052,51009,50459.2008032129,50339,50574,50935.4578313253,50832,51025,13,498
