"initpop","delta_C","ts","mean.propinf.boot","lowCI95.propinf.boot","highCI95.propinf.boot","min.propinf","max.propinf","mean.inf","min.inf","max.inf","mean.curpop","min.curpop","max.curpop","mean.alltimepop","min.alltimepop","max.alltimepop","zeroevent","N"
90000,60,365,0.0360712283474637,0.0356088141143566,0.0364999005644672,3.26840109818277e-05,0.0467082724158247,3307.286,3,4281,90995.868,90844,91124,91687.532,91566,91805,15,500
1e+05,60,365,0.036958523358436,0.0366261736663936,0.0372537394657063,0.00353374233128834,0.044476735623607,3765.112,360,4530,101105.598,100924,101247,101874.09,101746,102000,8,500
150000,60,365,0.0366491070049011,0.0364592739688213,0.0368459465570563,0.0303791835185403,0.0457079663390438,5600.412,4642,6985,151659.536,151474,151824,152811.79,152655,152968,0,500
2e+05,60,365,0.0371646288881921,0.0369913429123139,0.037326440753865,0.0319328061106775,0.0439777216183723,7572.258,6505,8962,202212.078,201984,202419,203749.17,203571,203931,0,500
250000,60,365,0.0368775374661027,0.036721020591267,0.0370326963585546,0.0327212898463085,0.042511322081299,9392.202,8333,10823,252765.65,252523,252988,254686.454,254490,254888,0,500
3e+05,60,365,0.037112256785713,0.0369668140617667,0.037260736640038,0.0321254134265908,0.043301533275515,11342.386,9820,13231,303318.788,303041,303573,305624.038,305397,305848,0,500
350000,60,365,0.0371369485191629,0.0369801194306179,0.0372838964543076,0.0326300700458089,0.0422552998029938,13241.606,11632,15057,353872.074,353578,354145,356561.512,356311,356792,0,500
4e+05,60,365,0.0372849321059828,0.0371447807076249,0.0374143806375933,0.0330338875778256,0.0426735584451284,15193.57,13466,17387,404425.286,404122,404708,407499.042,407243,407760,0,500
450000,60,365,0.0372777272883115,0.0371414259768544,0.037419706023359,0.0325836399203564,0.0419265804832815,17089.46,14941,19216,454977.934,454659,455289,458436.088,458157,458703,0,500
5e+05,60,365,0.0373323646948281,0.0372152097227236,0.0374467242194406,0.0328604021943586,0.0412103011031288,19016.124,16736,20995,505530.96,505185,505855,509373.714,509091,509650,0,500
550000,60,365,0.037374563830922,0.0372540105818592,0.037505051327319,0.0335384571453048,0.0414020297702009,20941.374,18792,23200,556083.148,555721,556416,560310.802,560005,560595,0,500
6e+05,60,365,0.0373473362350303,0.0372185276181538,0.0374723013667965,0.0330139595154419,0.0420112254596435,22828.232,20178,25681,606629.55,606263,607022,611241.31,610904,611529,0,500
650000,60,365,0.0373866294920589,0.0372623370152453,0.037489987545674,0.0336622389745634,0.0421658634714044,24756.558,22291,27920,657180.718,656698,657600,662176.95,661785,662507,0,500
7e+05,60,365,0.037357440369838,0.0372500133712722,0.0374722551212263,0.034209522634345,0.0405181725090827,26640.066,24397,28885,707731.32,707336,708138,713112.686,712716,713432,0,500
750000,60,365,0.0373686004425906,0.0372558584274281,0.0374834192471426,0.0328256783711762,0.0411655166006028,28551.4,25080,31457,758281.69,757762,758764,764047.882,763618,764436,0,500
8e+05,60,365,0.0372736134845926,0.0371638150382308,0.0373821225801566,0.0337056452998375,0.0417397129022246,30377.594,27467,34023,808838.4,808437,809280,814989.1,814626,815364,0,500
850000,60,365,0.0373151169692148,0.0372099145270034,0.0374069805233596,0.0337569361985243,0.0417943054161937,32312.292,29225,36196,859394.808,858918,859817,865930.226,865570,866280,0,500
9e+05,60,365,0.0373548625276868,0.0372479025117034,0.037468641600864,0.033963379261915,0.0409069597548875,34249.54,31147,37517,909949.528,909516,910435,916869.76,916478,917263,0,500
950000,60,365,0.0374527657333943,0.037361806186765,0.0375422004274398,0.0344380756341857,0.0402444921085585,36246.798,33327,38952,960494.76,960036,961120,967800.084,967377,968249,0,500
1e+06,60,365,0.0374165393691792,0.0373237782923729,0.037507950489339,0.0348281224840847,0.0408610426123423,38117.89,35473,41624,1011055.642,1010527,1011482,1018744.58,1018202,1019102,0,500
1100000,60,365,0.037348329491738,0.0372574470332672,0.0374439518175051,0.033953281213321,0.0407869152056568,41853.182,38040,45707,1112159.646,1111628,1112691,1120617,1120228,1121117,0,500
1200000,60,365,0.0373865715753172,0.0372870754913064,0.0374709774642322,0.0345870515906412,0.041435424855203,45704.924,42289,50665,1213268.854,1212789,1213879,1222495.528,1222089,1223019,0,500
1300000,60,365,0.0373975001155764,0.0373003042303201,0.0374873359527301,0.0348726334647729,0.0406654957919488,49527.958,46191,53856,1314370.464,1313792,1314893,1324365.024,1323924,1324797,0,500
1400000,60,365,0.0374179403217888,0.0373286047224346,0.0375099177922741,0.0346419432857794,0.0407945478257211,53367.106,49415,58182,1415480.374,1415019,1416062,1426243.74,1425721,1426704,0,500
1500000,60,365,0.037379076553942,0.0372993363058415,0.0374662455471696,0.034846182936899,0.0400609889768314,57119.572,53258,61219,1516583.738,1515951,1517282,1528116.236,1527612,1528591,0,500
