"initpop","beta","ts","mean.propinf.boot","lowCI95.propinf.boot","highCI95.propinf.boot","min.propinf","max.propinf","mean.inf","min.inf","max.inf","mean.curpop","min.curpop","max.curpop","mean.alltimepop","min.alltimepop","max.alltimepop","zeroevent","N"
2300000,0.425,365,0.0468991693402356,0.0468116264073688,0.0469857838240419,0.0440530345388629,0.0499924461435642,109890.044,103213,117141,2325397.898,2324652,2326068,2343112.874,2342494,2343657,0,500
2400000,0.425,365,0.0468994868914509,0.0468202857802431,0.0469853421472426,0.0441545111413721,0.0503851361578015,114668.21,107975,123171,2426495.284,2425630,2427279,2444978.052,2444200,2445463,0,500
2500000,0.425,365,0.0468330279066743,0.0467572919210767,0.0469171684065048,0.0437912898026335,0.0495646325965517,119276.91,111527,126249,2527599.806,2526823,2528345,2546854.51,2546207,2547541,0,500
10000,0.475,365,0.045364486838812,0.0415783749210986,0.0491061124544019,9.78760888714887e-05,0.117531639360345,462.157232704403,1,1198,10110.4182389937,10061,10154,10187.8113207547,10147,10228,236,318
20000,0.475,365,0.0462512797950227,0.0437191690558698,0.0491023637872648,4.90027931592101e-05,0.0977056574173939,942.325740318907,1,1993,20220.6446469248,20152,20291,20374.8132118451,20315,20436,194,439
30000,0.475,365,0.0465386375586686,0.0447607057957615,0.0484279976963157,3.26626600470342e-05,0.0744450991946572,1422.30327868852,1,2274,30330.8852459016,30256,30410,30562.1967213115,30487,30639,127,488
40000,0.475,365,0.052616655990354,0.0510044738307735,0.0540198218483715,2.45338567222767e-05,0.0742820707751919,2144.08686868687,1,3029,40441.0646464646,40344,40540,40749.5414141414,40672,40843,56,495
50000,0.475,365,0.0519837966916452,0.0510565609595663,0.0529331794100549,0.000137443549970548,0.0682451800369105,2647.91164658635,7,3476,50551.265060241,50444,50657,50937.2208835341,50835,51032,26,498
60000,0.475,365,0.0541544070149385,0.0533888860909122,0.0548666639231682,0.00266640493366704,0.0661474779535675,3310.18273092369,163,4043,60661.7369477912,60545,60768,61124.8212851406,61017,61224,13,498
70000,0.475,365,0.0529026652082218,0.0524582444869155,0.0533021571895111,0.00402530189764232,0.0652106871513079,3772.61,287,4652,70771.64,70640,70901,71312.032,71196,71429,2,500
80000,0.475,365,0.0539727478347555,0.0534613608102969,0.054385169057859,0.00185403467413192,0.0661490530860563,4398.756,151,5393,80881.862,80752,81004,81499.464,81381,81622,5,500
90000,0.475,365,0.0523318067336274,0.0519850791012308,0.0526744660104014,0.00594588697359808,0.0646205843872656,4798.174,545,5927,90993.162,90843,91118,91687.498,91566,91805,1,500
1e+05,0.475,365,0.0535470578584751,0.0532674756454867,0.0538117970945602,0.0442543003208682,0.0624374644405642,5455.048,4510,6365,101102.262,100920,101247,101874.064,101746,102000,0,500
150000,0.475,365,0.0521262305215879,0.0519071786007724,0.0523441945937775,0.0454426504069296,0.059449483645502,7965.494,6946,9084,151654.728,151463,151824,152811.762,152655,152968,0,500
2e+05,0.475,365,0.0523248135133305,0.0521305138589189,0.0525281267552269,0.0461795161211169,0.0584803642572567,10661.134,9410,11919,202205.684,201974,202408,203749.114,203571,203931,0,500
250000,0.475,365,0.0515575290400847,0.0513860180453348,0.0517277569198007,0.0455573175901647,0.0571797599745606,13130.994,11606,14565,252758.344,252505,252983,254686.388,254490,254888,0,500
3e+05,0.475,365,0.0519794522249165,0.0518155567813504,0.0521408249325308,0.0468664618324482,0.0581521294523798,15886.162,14323,17771,303309.75,303039,303568,305623.962,305397,305848,0,500
350000,0.475,365,0.0517193003487875,0.0515604592489583,0.0518815434110452,0.0468312140771348,0.0575958505642392,18441.102,16695,20543,353862.008,353561,354131,356561.4,356311,356792,0,500
4e+05,0.475,365,0.0518383913252272,0.0516882865079099,0.0519923672988945,0.0466209963845042,0.0569083742778468,21124.086,18994,23188,404412.99,404111,404712,407498.964,407243,407760,0,500
450000,0.475,365,0.0516364218599996,0.0514942687081273,0.0517806737134363,0.0474421425314838,0.0572655519036538,23672,21748,26257,454964.674,454655,455284,458435.99,458157,458703,0,500
5e+05,0.475,365,0.0517090913391393,0.0515687828904056,0.0518590251176369,0.0472077143356238,0.0580545513779149,26339.244,24052,29581,505516.108,505180,505857,509373.586,509091,509650,0,500
550000,0.475,365,0.0516046034596536,0.0514487469637872,0.0517437069049337,0.0475712042258548,0.0570571106703349,28914.596,26657,31959,556067.446,555729,556421,560310.656,560005,560595,0,500
6e+05,0.475,365,0.0515974408700435,0.0514660086354675,0.0517290940649645,0.0467221523243277,0.0561050382638455,31538.486,28557,34296,606612.316,606245,607013,611241.222,610902,611528,0,500
650000,0.475,365,0.0516241106352576,0.051484044025024,0.0517611821026449,0.0470671576638764,0.0571687867695913,34184.288,31161,37859,657161.692,656706,657573,662176.726,661794,662510,0,500
7e+05,0.475,365,0.0515422181940573,0.0513946968954475,0.0516754016089525,0.0473828119522694,0.0577946394760095,36755.396,33792,41207,707711.528,707310,708117,713112.26,712785,713426,0,500
750000,0.475,365,0.0516927238690017,0.0515580922707691,0.0518252310188369,0.047632384158136,0.0557854592664719,39495.702,36396,42625,758260.984,757752,758737,764047.594,763627,764445,0,500
8e+05,0.475,365,0.0516426434192232,0.0515202940898519,0.0517663395097468,0.0480915993070177,0.0565151351563574,42088.144,39196,46063,808816.312,808440,809263,814988.428,814604,815376,0,500
850000,0.475,365,0.0515580612734559,0.0514410774150566,0.0516798095608462,0.0470376294106439,0.0559995103666015,44645.684,40732,48493,859372.942,858901,859767,865930.058,865572,866272,0,500
9e+05,0.475,365,0.0516013906517678,0.0514837099482214,0.0517266147471954,0.0472695387776424,0.0565163772207302,47311.746,43343,51831,909926.458,909463,910412,916869.406,916512,917218,0,500
950000,0.475,365,0.0516490809484114,0.0515339796728201,0.0517614848847934,0.0478505928241159,0.0555088935103254,49985.96,46311,53730,960471.228,960024,960948,967799.612,967388,968172,0,500
1e+06,0.475,365,0.0515366467504731,0.0514231588471167,0.0516497273097486,0.0482962884426028,0.0552524744894954,52502.666,49196,56291,1011030.178,1010476,1011489,1018744.4,1018184,1019102,0,500
1100000,0.475,365,0.0515844268072782,0.0514743331033479,0.0516923409743299,0.0481114987552756,0.0555455426339298,57806.378,53920,62254,1112132.252,1111641,1112715,1120616.754,1120244,1121155,0,500
1200000,0.475,365,0.0515022771337776,0.0514028117653435,0.0516171231890831,0.047823907128071,0.0553602811950791,62961.296,58473,67662,1213239.616,1212763,1213834,1222495.334,1222074,1222992,0,500
1300000,0.475,365,0.0514849883854559,0.0513803750666972,0.0515946610212124,0.0470570287991131,0.0551311964359875,68184.942,62310,73013,1314338.504,1313683,1314900,1324365.586,1323875,1324842,0,500
1400000,0.475,365,0.0514914498044697,0.0513970792739344,0.0515911746491546,0.0483836596670583,0.0550215394670498,73439.364,69022,78460,1415446.218,1414931,1416021,1426243.878,1425745,1426701,0,500
1500000,0.475,365,0.0514676958968948,0.0513721149816257,0.051563635173172,0.0483710216248229,0.0562917872663725,78648.624,73916,86021,1516542.622,1515981,1517216,1528116.462,1527612,1528630,0,500
1600000,0.475,365,0.0515041693770628,0.0514049855227979,0.0515892074288245,0.0486868339846506,0.0544697536849081,83951.624,79361,88765,1617662.032,1617030,1618206,1629996.92,1629524,1630551,0,500
1700000,0.475,365,0.0514575222354278,0.0513597490264634,0.0515480851417341,0.0487245556310596,0.0545982437510069,89117.548,84394,94551,1718753.76,1718136,1719287,1731866.41,1731413,1732361,0,500
1800000,0.475,365,0.0514782564201171,0.051381919966441,0.0515803032601214,0.0484038361379025,0.0555657055223758,94397.872,88754,101886,1819859.94,1819090,1820480,1833742.576,1833171,1834293,0,500
1900000,0.475,365,0.0515236223676799,0.0514301387889355,0.0516121408231743,0.0483159582999198,0.055348424162616,99729.68,93508,107138,1920964.122,1920137,1921594,1935610.678,1935011,1936156,0,500
2e+06,0.475,365,0.0515059349996264,0.0514120960694354,0.0515999852882443,0.0479340692453524,0.0548911581588677,104942.684,97673,111828,2022068.21,2021348,2023158,2037487.358,2036931,2038337,0,500
2100000,0.475,365,0.0514982404184312,0.0514042011810918,0.0515897365222657,0.0488604190359733,0.0549467293279646,110173.526,104529,117561,2123172.26,2122557,2123865,2139364.754,2138790,2139922,0,500
2200000,0.475,365,0.0514285480350271,0.0513455051141499,0.0515153456588456,0.0486765385651897,0.0547772223992175,115263.432,109096,122762,2224273.432,2223583,2224961,2241234.43,2240743,2241932,0,500
2300000,0.475,365,0.051483841446658,0.0513997469096826,0.0515683909351193,0.048639972961197,0.0549130617151094,120632.42,113978,128692,2325376.518,2324542,2326109,2343112.22,2342474,2343696,0,500
2400000,0.475,365,0.0515245492214064,0.0514390074137968,0.0516128327670614,0.048967775759395,0.0550055378957305,125976.342,119741,134487,2426470.804,2425661,2427221,2444977.542,2444315,2445611,0,500
2500000,0.475,365,0.0513984868830976,0.0513146935759473,0.0514817337856524,0.0487379305579113,0.0549111400154764,130904.446,124132,139864,2527578.414,2526681,2528362,2546854.054,2546219,2547474,0,500
